"Model: 'ARClock_withLocalization::PDE R1um, Gene in R<0.1, D=0'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simulation: 'Simulation1' (),,,,,,DA,2,,D_PRM,0,,,,,,,,,,,,,,,,,,,,,,
(SimID_1370467900_0_ (PDE Simulation)),,,,,,DR,50,,,,,,,,,,,,,,,,,,,,,,,,,
Sim time range (0.0 200.0) (saved timepoints 201),,,,,,DC,1.9,,,,,,,,,,,,,,,,,,,,,,,,,
Number of variables (46),,,,,,D_RNA,5,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variable ('A') times (0.0 200.0) (roi=('vl2') coord=(X=-1.0 Y=0.0 Z=0.0)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Times (s) down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distances (um) along diameter d=2um ->,,0,0.05,0.05,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,1.95,1.95,2,,MAX,MIN,AVG,,RATIO
,68,0,0,0.004013693,0.00406381,0.004164044,0.004376978,0.004727635,0.005255421,0.006018996,0.007104927,0.008629791,0.010587876,0.011182995,0.009345108,0.007664377,0.006397782,0.005478069,0.004821088,0.00436194,0.004054206,0.0038659,0.003776694,0.003732091,0,0,,0.011182995,0.003732091,0.00588683,,2.996442306
,69,0,0,0.016706328,0.016841679,0.017112381,0.017676891,0.018578086,0.01987662,0.021652061,0.024005029,0.027030718,0.030457077,0.031458563,0.028329813,0.025049485,0.022337702,0.020210461,0.018588834,0.017393271,0.016557498,0.016030141,0.015775551,0.015648256,0,0,,0.031458563,0.015648256,0.020824593,,2.010355838
,70,0,0,0.202525319,0.202942966,0.203778262,0.205501921,0.208202663,0.211991599,0.216998956,0.223378331,0.231268951,0.240118806,0.242433412,0.233980483,0.225132299,0.217498626,0.211219068,0.206214818,0.20237974,0.1996119,0.197822584,0.196945172,0.196506466,0,0,,0.242433412,0.196506466,0.213164397,,1.233717229
,71,0,0,0.372857506,0.373326301,0.37426389,0.376198153,0.379227059,0.383472418,0.389076727,0.396210892,0.405045621,0.415068679,0.417650032,0.407980926,0.398000339,0.389397222,0.382308536,0.376646961,0.372298602,0.369154184,0.36711821,0.366118764,0.365619041,0,0,,0.417650032,0.365619041,0.384620955,,1.142309302
,72,0,0,0.39137409,0.391844682,0.392785865,0.394727805,0.397769341,0.402033576,0.407665071,0.414838484,0.423733016,0.4338605,0.436467039,0.426686223,0.416631442,0.407975661,0.400848178,0.395157789,0.390788354,0.387629183,0.385583837,0.38457983,0.384077826,0,0,,0.436467039,0.384077826,0.403193228,,1.136402597
,73,0,0,0.318328429,0.318780735,0.319685349,0.321552535,0.324478975,0.328585956,0.334017175,0.340948096,0.349563917,0.359419508,0.361964861,0.352451894,0.342720449,0.334366141,0.327501225,0.322029553,0.317833633,0.314803037,0.312842403,0.311880426,0.311399437,0,0,,0.361964861,0.311399437,0.329769226,,1.162381232
,74,0,0,0.190719003,0.191119146,0.19191943,0.193573215,0.196170705,0.199827551,0.204684221,0.210916917,0.218724749,0.227776485,0.230143636,0.221433664,0.212649823,0.205173092,0.199070131,0.194232234,0.19053877,0.187880445,0.186165119,0.185324888,0.184904772,0,0,,0.230143636,0.184904772,0.201092762,,1.24466034
,75,0,0,0.010103502,0.010189235,0.010360701,0.010723441,0.011317034,0.012204333,0.013482695,0.015312443,0.017987626,0.022048476,0.023212857,0.019214644,0.016213788,0.014056626,0.012503284,0.011388037,0.010601076,0.01006819,0.009739229,0.009582457,0.00950407,0,0,,0.023212857,0.00950407,0.013324464,,2.442412115
,76,0,0,2.03E-04,2.06E-04,2.13E-04,2.27E-04,2.53E-04,2.96E-04,3.71E-04,5.08E-04,7.80E-04,0.001300414,0.001468113,9.20E-04,5.91E-04,4.16E-04,3.20E-04,2.64E-04,2.30E-04,2.09E-04,1.97E-04,1.91E-04,1.89E-04,0,0,,0.001468113,0.000188585,0.000445447,,7.784873835
,77,0,0,1.55E-04,1.57E-04,1.62E-04,1.73E-04,1.93E-04,2.27E-04,2.85E-04,3.94E-04,6.16E-04,0.001060802,0.001203668,7.30E-04,4.59E-04,3.20E-04,2.45E-04,2.02E-04,1.75E-04,1.59E-04,1.50E-04,1.46E-04,1.44E-04,0,0,,0.001203668,0.000143601,0.000350284,,8.382015953
,78,0,0,1.59E-04,1.62E-04,1.67E-04,1.78E-04,1.99E-04,2.33E-04,2.93E-04,4.05E-04,6.32E-04,0.001084454,0.001229782,7.49E-04,4.72E-04,3.30E-04,2.52E-04,2.07E-04,1.80E-04,1.64E-04,1.54E-04,1.50E-04,1.48E-04,0,0,,0.001229782,0.000147728,0.000359493,,8.324617121
,79,0,0,1.81E-04,1.84E-04,1.89E-04,2.02E-04,2.25E-04,2.64E-04,3.32E-04,4.57E-04,7.07E-04,0.001193564,0.001350191,8.37E-04,5.32E-04,3.73E-04,2.86E-04,2.35E-04,2.05E-04,1.86E-04,1.75E-04,1.70E-04,1.68E-04,0,0,,0.001350191,0.000167548,0.000402461,,8.058514862
,80,0,0,2.14E-04,2.17E-04,2.24E-04,2.40E-04,2.67E-04,3.13E-04,3.92E-04,5.37E-04,8.21E-04,0.001355403,0.001527887,9.68E-04,6.24E-04,4.40E-04,3.38E-04,2.79E-04,2.42E-04,2.20E-04,2.07E-04,2.01E-04,1.98E-04,0,0,,0.001527887,0.00019847,0.00046801,,7.698339125
,81,0,0,2.59E-04,2.64E-04,2.72E-04,2.91E-04,3.24E-04,3.79E-04,4.74E-04,6.45E-04,9.70E-04,0.001562845,0.001754237,0.00113852,7.47E-04,5.31E-04,4.10E-04,3.38E-04,2.94E-04,2.67E-04,2.51E-04,2.44E-04,2.41E-04,0,0,,0.001754237,0.000240648,0.000555028,,7.289645137
,82,0,0,3.19E-04,3.24E-04,3.35E-04,3.58E-04,3.98E-04,4.66E-04,5.80E-04,7.83E-04,0.001158361,0.001817475,0.002030224,0.001351977,9.03E-04,6.49E-04,5.03E-04,4.15E-04,3.61E-04,3.28E-04,3.09E-04,3.01E-04,2.96E-04,0,0,,0.002030224,0.000296155,0.000666102,,6.855275873
,83,0,0,3.97E-04,4.04E-04,4.17E-04,4.45E-04,4.95E-04,5.78E-04,7.17E-04,9.58E-04,0.001391988,0.002125756,0.002362119,0.001614712,0.001100813,8.00E-04,6.23E-04,5.16E-04,4.50E-04,4.09E-04,3.85E-04,3.74E-04,3.69E-04,0,0,,0.002362119,0.000368583,0.000806317,,6.408648687
,84,0,0,4.99E-04,5.08E-04,5.24E-04,5.59E-04,6.21E-04,7.24E-04,8.94E-04,0.001180609,0.001681456,0.002498541,0.002760837,0.001937286,0.001348806,9.93E-04,7.79E-04,6.47E-04,5.65E-04,5.14E-04,4.84E-04,4.70E-04,4.63E-04,0,0,,0.002760837,0.000463348,0.000983422,,5.958448695
,85,0,0,6.34E-04,6.45E-04,6.65E-04,7.10E-04,7.87E-04,9.15E-04,0.001121299,0.001463467,0.002041931,0.002952266,0.003243128,0.002335328,0.001661799,0.001241705,9.82E-04,8.19E-04,7.16E-04,6.52E-04,6.14E-04,5.97E-04,5.89E-04,0,0,,0.003243128,0.000588545,0.001208863,,5.510416506
,86,0,0,8.16E-04,8.29E-04,8.54E-04,9.11E-04,0.001008631,0.001166834,0.001419521,0.0018277,0.002496337,0.003512174,0.003834863,0.002832591,0.002061334,0.00156449,0.001249449,0.001047933,9.19E-04,8.37E-04,7.90E-04,7.68E-04,7.57E-04,0,0,,0.003834863,0.000756701,0.001500084,,5.067870111
,87,0,0,0.001065606,0.001082147,0.001115229,0.001187248,0.001310895,0.001508555,0.001818519,0.002306837,0.003081933,0.004219634,0.004578563,0.003467832,0.00258226,0.001993143,0.001609478,0.001358965,0.001195863,0.001092202,0.001031067,0.00100273,9.89E-04,0,0,,0.004578563,0.000988562,0.001885584,,4.631540669
,88,0,0,0.001425481,0.001446957,0.001489911,0.001582916,0.001741094,0.001990399,0.002373728,0.002962197,0.00386714,0.00515091,0.005552715,0.004312409,0.003288392,0.002584893,0.002113962,0.00179965,0.00159159,0.001457776,0.001378234,0.001341198,0.00132268,0,0,,0.005552715,0.00132268,0.002417821,,4.198079849
,89,0,0,0.001988856,0.002017453,0.002074647,0.0021977,0.002404701,0.002725809,0.003209075,0.003930949,0.005005274,0.006476835,0.00693309,0.005526339,0.004322581,0.003467649,0.002878499,0.002475806,0.002204228,0.00202713,0.001920851,0.001871089,0.001846209,0,0,,0.00693309,0.001846209,0.003214513,,3.755312232
,90,0,0,0.003058311,0.003098901,0.003180082,0.003353351,0.003640931,0.004078573,0.004720853,0.005650582,0.006983784,0.008737482,0.009274576,0.00761767,0.006139823,0.005049792,0.004273117,0.003727144,0.00335054,0.003100683,0.002948906,0.002877321,0.002841529,0,0,,0.009274576,0.002841529,0.004652569,,3.263938497
,91,0,0,0.00684277,0.006917028,0.007065544,0.007378487,0.007886874,0.00863761,0.00969729,0.011158985,0.013136851,0.015559211,0.016284845,0.014038011,0.011877223,0.010185082,0.008915125,0.007982226,0.007315098,0.006859842,0.006577607,0.006442832,0.006375444,0,0,,0.016284845,0.006375444,0.009387333,,2.554307474
,92,0,0,0.090550383,0.090876858,0.091529809,0.092878709,0.094997202,0.097979741,0.101938512,0.107003117,0.113271066,0.120159064,0.122026978,0.115590312,0.108671387,0.10270982,0.097836115,0.0939793,0.091042961,0.088935749,0.087579611,0.086916611,0.086585111,0,0,,0.122026978,0.086585111,0.099193258,,1.409329807
,93,0,0,0.317938116,0.318395397,0.319309961,0.321196786,0.324151663,0.328293767,0.333762453,0.340724118,0.34934119,0.359090016,0.361607838,0.352221823,0.342500999,0.334118228,0.327212245,0.321698374,0.317464941,0.314404624,0.312423636,0.31145136,0.310965222,0,0,,0.361607838,0.310965222,0.32944156,,1.162856205
,94,0,0,0.397886867,0.39835944,0.399304586,0.40125454,0.404308222,0.408588644,0.414239954,0.421435757,0.430352265,0.440489617,0.443097955,0.433309798,0.423230842,0.414548323,0.407395765,0.401683607,0.397296467,0.394123967,0.392069757,0.391061329,0.390557115,0,0,,0.443097955,0.390557115,0.40974261,,1.134527929
,95,0,0,0.359180944,0.359644002,0.360570119,0.362481279,0.365475477,0.369675147,0.375224631,0.382299198,0.391081155,0.401102114,0.403684693,0.394007933,0.384083132,0.375549714,0.368529289,0.362928303,0.358629902,0.355523413,0.353512794,0.352526018,0.352032631,0,0,,0.403684693,0.352032631,0.370844852,,1.146725212
,96,0,0,0.253717991,0.254148523,0.255009586,0.256787696,0.259576829,0.263495904,0.268687225,0.275326447,0.283604174,0.293121113,0.295590914,0.286415636,0.277079837,0.269091279,0.262543679,0.257335824,0.253348993,0.250473273,0.248614675,0.247703329,0.247247657,0,0,,0.295590914,0.247247657,0.264710504,,1.195525646
,97,0,0,0.096553569,0.09687148,0.097507304,0.098824569,0.100903128,0.103849648,0.107799907,0.112933662,0.119481775,0.127337827,0.129440271,0.12191293,0.114600988,0.108501577,0.103597424,0.099756732,0.096853292,0.094779767,0.093449483,0.092800236,0.092475613,0,0,,0.129440271,0.092475613,0.105249104,,1.399723311
,98,0,0,3.41E-04,3.47E-04,3.57E-04,3.80E-04,4.20E-04,4.88E-04,6.02E-04,8.05E-04,0.001183763,0.001861148,0.002079061,0.001378899,9.26E-04,6.71E-04,5.25E-04,4.37E-04,3.83E-04,3.50E-04,3.31E-04,3.22E-04,3.18E-04,0,0,,0.002079061,0.000318045,0.000690851,,6.537000564
,99,0,0,1.64E-04,1.67E-04,1.72E-04,1.84E-04,2.04E-04,2.40E-04,3.01E-04,4.15E-04,6.47E-04,0.001107946,0.001255902,7.67E-04,4.84E-04,3.39E-04,2.59E-04,2.13E-04,1.86E-04,1.69E-04,1.59E-04,1.54E-04,1.52E-04,0,0,,0.001255902,0.00015209,0.000368588,,8.257624187
,100,0,0,1.54E-04,1.57E-04,1.62E-04,1.73E-04,1.93E-04,2.26E-04,2.84E-04,3.93E-04,6.15E-04,0.001059234,0.001201888,7.29E-04,4.58E-04,3.20E-04,2.45E-04,2.01E-04,1.75E-04,1.59E-04,1.50E-04,1.45E-04,1.43E-04,0,0,,0.001201888,0.000143279,0.0003497,,8.388430925
,101,0,0,1.69E-04,1.72E-04,1.78E-04,1.90E-04,2.11E-04,2.48E-04,3.12E-04,4.30E-04,6.68E-04,0.001137205,0.001288058,7.91E-04,5.01E-04,3.50E-04,2.68E-04,2.21E-04,1.92E-04,1.74E-04,1.64E-04,1.60E-04,1.57E-04,0,0,,0.001288058,0.000157204,0.00038014,,8.193562351
,102,0,0,1.98E-04,2.01E-04,2.07E-04,2.21E-04,2.47E-04,2.89E-04,3.63E-04,4.98E-04,7.66E-04,0.001277151,0.001442097,9.04E-04,5.79E-04,4.07E-04,3.13E-04,2.57E-04,2.24E-04,2.03E-04,1.91E-04,1.86E-04,1.83E-04,0,0,,0.001442097,0.000183297,0.00043605,,7.867563709
,103,0,0,2.37E-04,2.41E-04,2.49E-04,2.66E-04,2.96E-04,3.47E-04,4.35E-04,5.93E-04,8.99E-04,0.001464344,0.001646942,0.001056994,6.88E-04,4.88E-04,3.75E-04,3.09E-04,2.69E-04,2.44E-04,2.30E-04,2.24E-04,2.20E-04,0,0,,0.001646942,0.000220271,0.000513303,,7.47689462
,104,0,0,2.90E-04,2.95E-04,3.05E-04,3.25E-04,3.62E-04,4.24E-04,5.29E-04,7.17E-04,0.001068968,0.001697301,0.001900203,0.001250781,8.29E-04,5.93E-04,4.58E-04,3.78E-04,3.29E-04,2.99E-04,2.81E-04,2.73E-04,2.69E-04,0,0,,0.001900203,0.000269457,0.000613118,,7.051962819
,105,0,0,3.60E-04,3.66E-04,3.77E-04,4.03E-04,4.48E-04,5.24E-04,6.52E-04,8.75E-04,0.001281172,0.001980485,0.002205996,0.001490385,0.001006851,7.28E-04,5.66E-04,4.68E-04,4.07E-04,3.70E-04,3.49E-04,3.39E-04,3.34E-04,0,0,,0.002205996,0.00033376,0.000739498,,6.609532489
,106,0,0,4.50E-04,4.58E-04,4.72E-04,5.04E-04,5.61E-04,6.54E-04,8.09E-04,0.001074543,0.001544091,0.002322734,0.002573116,0.001784579,0.001230699,9.01E-04,7.05E-04,5.84E-04,5.09E-04,4.63E-04,4.36E-04,4.24E-04,4.18E-04,0,0,,0.002573116,0.000417709,0.000898925,,6.160068202
,107,0,0,5.69E-04,5.78E-04,5.97E-04,6.37E-04,7.07E-04,8.23E-04,0.001011896,0.001328186,0.001870495,0.002737726,0.00301544,0.002146477,0.001512441,0.001122671,8.85E-04,7.36E-04,6.43E-04,5.85E-04,5.51E-04,5.36E-04,5.28E-04,0,0,,0.00301544,0.000528051,0.001100997,,5.710504678
,108,0,0,7.28E-04,7.39E-04,7.62E-04,8.13E-04,9.01E-04,0.001044786,0.001275688,0.001652788,0.002279303,0.003246171,0.003554146,0.002595635,0.001869907,0.001409099,0.001120318,9.37E-04,8.20E-04,7.47E-04,7.05E-04,6.85E-04,6.75E-04,0,0,,0.003554146,0.000675019,0.001360063,,5.265252116
,109,0,0,9.43E-04,9.58E-04,9.88E-04,0.001052073,0.00116324,0.001341995,0.001624673,0.00207507,0.002800134,0.003880858,0.004222905,0.003162821,0.002330855,0.001785299,0.001434258,0.001207186,0.001060359,9.67E-04,9.13E-04,8.88E-04,8.75E-04,0,0,,0.004222905,0.000874984,0.001698737,,4.826267199
,110,0,0,0.001246672,0.001265738,0.001303871,0.001386646,0.001528045,0.001752365,0.002100393,0.002640962,0.003484163,0.004698761,0.005080326,0.003901352,0.002943062,0.002294168,0.001865158,0.001581676,0.001395451,0.001276341,0.001205801,0.001173027,0.00115664,0,0,,0.005080326,0.00115664,0.00215622,,4.392314543
,111,0,0,0.001700928,0.00172597,0.001776054,0.001884133,0.002066878,0.002352461,0.002786527,0.003443074,0.004434861,0.005815241,0.006245137,0.004919204,0.003802956,0.003022087,0.002491072,0.002132079,0.001892059,0.001736551,0.001643648,0.001600264,0.001578572,0,0,,0.006245137,0.001578572,0.002811893,,3.956193459
,112,0,0,0.002474125,0.002508374,0.002576874,0.002723642,0.002968824,0.00334539,0.003904714,0.004726536,0.005925964,0.007534633,0.008030297,0.006501973,0.005165727,0.004197684,0.003518805,0.003047935,0.00272664,0.00251525,0.002387597,0.002327606,0.002297611,0,0,,0.008030297,0.002297611,0.003876486,,3.495064506
,113,0,0,0.004338609,0.004391772,0.004498099,0.004723689,0.005094396,0.005650692,0.006452404,0.007587128,0.009171425,0.011191963,0.011804738,0.009911646,0.008167987,0.006846216,0.005881493,0.005189347,0.00470389,0.004377612,0.004177557,0.004082669,0.004035224,0,0,,0.011804738,0.004035224,0.006298979,,2.925422924
,114,0,0,0.022846649,0.023010711,0.023338835,0.024021252,0.025105706,0.026658235,0.028763235,0.031523803,0.035026409,0.038909912,0.040033244,0.0364943,0.032696893,0.029512028,0.026983832,0.025037108,0.023589841,0.022571354,0.021925536,0.021612795,0.021456425,0,0,,0.040033244,0.021456425,0.027672291,,1.865792871
,115,0,0,0.227894108,0.228323047,0.229180925,0.230951042,0.233724092,0.237613416,0.242751711,0.249296039,0.257391879,0.266494866,0.268866289,0.260150158,0.251054972,0.243208678,0.236750951,0.231601504,0.227652789,0.224801435,0.222957353,0.222052823,0.221600558,0,0,,0.268866289,0.221600558,0.238777078,,1.21329247
,116,0,0,0.380892851,0.381363026,0.382303376,0.384243364,0.387281269,0.391539239,0.397160204,0.404315752,0.413177881,0.423236786,0.425826467,0.416120395,0.40610708,0.39747663,0.390365498,0.384685905,0.380323611,0.377169049,0.375126466,0.374123756,0.373622401,0,0,,0.425826467,0.373622401,0.392688619,,1.139724132
,117,0,0,0.387108409,0.387578007,0.388517205,0.390455089,0.393490403,0.397746188,0.403367013,0.410527707,0.419408044,0.429523104,0.432126867,0.422357983,0.412319452,0.403679319,0.396565679,0.39088692,0.386526763,0.383374489,0.381333696,0.380331948,0.379831074,0,0,,0.432126867,0.379831074,0.398907398,,1.137681715
,118,0,0,0.307245489,0.307694536,0.308592631,0.310446486,0.313352378,0.317431239,0.322826559,0.329713828,0.338279057,0.348083935,0.350617919,0.341155377,0.33148299,0.323183273,0.316365709,0.310933398,0.306768667,0.303761167,0.301815747,0.300861318,0.300384103,0,0,,0.350617919,0.300384103,0.318618848,,1.167231941
,119,0,0,0.174545303,0.174935401,0.175715597,0.177328277,0.179862407,0.183432564,0.188178626,0.194277092,0.201930212,0.210830875,0.213164804,0.204605791,0.196003725,0.188696099,0.182740199,0.1780247,0.174428307,0.171841912,0.170173989,0.169357283,0.16894893,0,0,,0.213164804,0.16894893,0.184715338,,1.261711478
,120,0,0,0.003406353,0.003440241,0.003508016,0.003653891,0.003899676,0.004282726,0.00486575,0.005759219,0.007172182,0.009479141,0.010171583,0.007858857,0.006243404,0.005171172,0.004453576,0.003969361,0.003644347,0.003432536,0.003305283,0.003245622,0.003215791,0,0,,0.010171583,0.003215791,0.004960892,,3.163011417
,121,0,0,1.91E-04,1.94E-04,2.00E-04,2.14E-04,2.38E-04,2.79E-04,3.50E-04,4.81E-04,7.40E-04,0.001243778,0.001405822,8.75E-04,5.59E-04,3.93E-04,3.02E-04,2.49E-04,2.16E-04,1.97E-04,1.85E-04,1.80E-04,1.78E-04,0,0,,0.001405822,0.00017751,0.000422474,,7.919676604
,122,0,0,1.54E-04,1.56E-04,1.61E-04,1.73E-04,1.92E-04,2.25E-04,2.83E-04,3.92E-04,6.13E-04,0.00105682,0.001199247,7.27E-04,4.57E-04,3.19E-04,2.44E-04,2.01E-04,1.74E-04,1.58E-04,1.49E-04,1.45E-04,1.43E-04,0,0,,0.001199247,0.000142887,0.000348749,,8.392953451
,123,0,0,1.61E-04,1.63E-04,1.69E-04,1.80E-04,2.01E-04,2.36E-04,2.96E-04,4.09E-04,6.38E-04,0.001092798,0.001239007,7.56E-04,4.77E-04,3.33E-04,2.55E-04,2.10E-04,1.82E-04,1.65E-04,1.56E-04,1.51E-04,1.49E-04,0,0,,0.001239007,0.000149213,0.000362743,,8.303609084
,124,0,0,1.84E-04,1.87E-04,1.92E-04,2.06E-04,2.29E-04,2.69E-04,3.37E-04,4.64E-04,7.17E-04,0.00120822,0.001366326,8.48E-04,5.40E-04,3.79E-04,2.91E-04,2.39E-04,2.08E-04,1.89E-04,1.78E-04,1.73E-04,1.70E-04,0,0,,0.001366326,0.000170275,0.000408308,,8.024240256
,125,0,0,2.18E-04,2.22E-04,2.29E-04,2.44E-04,2.72E-04,3.19E-04,4.00E-04,5.47E-04,8.35E-04,0.00137494,0.001549269,9.84E-04,6.36E-04,4.49E-04,3.45E-04,2.84E-04,2.47E-04,2.24E-04,2.11E-04,2.05E-04,2.02E-04,0,0,,0.001549269,0.000202322,0.000476065,,7.657451833
,126,0,0,2.65E-04,2.69E-04,2.78E-04,2.97E-04,3.31E-04,3.87E-04,4.84E-04,6.58E-04,9.88E-04,0.001587134,0.001780646,0.001158719,7.61E-04,5.42E-04,4.18E-04,3.45E-04,3.00E-04,2.73E-04,2.57E-04,2.49E-04,2.46E-04,0,0,,0.001780646,0.000245768,0.000565426,,7.245234839
,127,0,0,3.26E-04,3.32E-04,3.42E-04,3.66E-04,4.07E-04,4.76E-04,5.93E-04,7.99E-04,0.001180467,0.001846987,0.002062096,0.001376942,9.22E-04,6.63E-04,5.14E-04,4.25E-04,3.70E-04,3.36E-04,3.16E-04,3.07E-04,3.03E-04,0,0,,0.002062096,0.000302846,0.000679262,,6.809064373
,128,0,0,4.07E-04,4.13E-04,4.26E-04,4.56E-04,5.07E-04,5.92E-04,7.34E-04,9.79E-04,0.001419368,0.00216141,0.002400367,0.001645355,0.001124119,8.18E-04,6.38E-04,5.28E-04,4.60E-04,4.18E-04,3.94E-04,3.83E-04,3.77E-04,0,0,,0.002400367,0.000377314,0.000822912,,6.361719581
,129,0,0,5.12E-04,5.20E-04,5.37E-04,5.73E-04,6.37E-04,7.42E-04,9.15E-04,0.001207003,0.001715435,0.002541756,0.002806903,0.001974966,0.00137813,0.001016503,7.98E-04,6.63E-04,5.79E-04,5.26E-04,4.96E-04,4.82E-04,4.75E-04,0,0,,0.002806903,0.000474819,0.001004447,,5.911519303
,130,0,0,6.51E-04,6.61E-04,6.82E-04,7.28E-04,8.07E-04,9.38E-04,0.001148728,0.001497231,0.00208447,0.003005189,0.003299206,0.002382073,0.001698988,0.001271492,0.001006673,8.40E-04,7.35E-04,6.69E-04,6.30E-04,6.13E-04,6.04E-04,0,0,,0.003299206,0.000603815,0.001235805,,5.463931313
,131,0,0,8.38E-04,8.51E-04,8.78E-04,9.36E-04,0.001035819,0.001197696,0.001455771,0.001871581,0.002550482,0.003578176,0.003904414,0.002891564,0.002109243,0.001603575,0.001282054,0.001075963,9.44E-04,8.60E-04,8.11E-04,7.89E-04,7.77E-04,0,0,,0.003904414,0.000777452,0.001535267,,5.022061208
,132,0,0,0.001097024,0.00111401,0.001147981,0.001221897,0.001348683,0.001551076,0.001867831,0.002365523,0.003152901,0.00430452,0.004667559,0.00354447,0.002645763,0.002045904,0.001654136,0.001397763,0.00123057,0.001124186,0.001061397,0.001032282,0.001017724,0,0,,0.004667559,0.001017724,0.001933009,,4.586272259
,133,0,0,0.001472282,0.001494377,0.001538566,0.00163419,0.001796646,0.002052294,0.002444536,0.003045024,0.00396537,0.005266331,0.005673145,0.004417603,0.003377212,0.002660037,0.002178539,0.001856409,0.001642782,0.001505203,0.001423347,0.001385214,0.001366148,0,0,,0.005673145,0.001366148,0.002485488,,4.152658484
,134,0,0,0.002067394,0.002096934,0.002156012,0.002283024,0.00249642,0.002826851,0.00332296,0.004061793,0.005157438,0.006652461,0.00711548,0.005687924,0.004461579,0.003587441,0.00298313,0.002568973,0.002289074,0.002106259,0.001996427,0.001944968,0.001919238,0,0,,0.00711548,0.001919238,0.003322942,,3.70744996
,135,0,0,0.003235977,0.003278411,0.00336328,0.003544237,0.003844076,0.004299297,0.004965327,0.005925775,0.007296846,0.009091265,0.009639952,0.007946958,0.006429029,0.005304278,0.004499605,0.003932002,0.003539381,0.003278335,0.003119513,0.003044537,0.003007049,0,0,,0.009639952,0.003007049,0.004885006,,3.205784781
,136,0,0,0.007971429,0.008054139,0.00821956,0.008567403,0.009130539,0.009958105,0.011118929,0.01270766,0.014836555,0.017408022,0.018175217,0.015797693,0.013476536,0.01164009,0.010249996,0.009221474,0.008481598,0.007974339,0.007658795,0.007507799,0.007432301,0,0,,0.018175217,0.007432301,0.010742294,,2.445436166
,137,0,0,0.115253143,0.115609054,0.116320875,0.117790671,0.12009682,0.123338979,0.127634844,0.133121073,0.139906582,0.147410519,0.149421011,0.142358527,0.134831051,0.128339726,0.123020031,0.118799133,0.115577711,0.113261059,0.111767676,0.111036779,0.110671331,0,0,,0.149421011,0.110671331,0.12455079,,1.350132949
,138,0,0,0.333861894,0.334322869,0.33524482,0.337146867,0.340125487,0.344300661,0.349812689,0.356829311,0.365515386,0.375350386,0.377888029,0.36841302,0.358609753,0.350156694,0.34319224,0.33763099,0.333360637,0.330273276,0.328274595,0.327293572,0.326803061,0,0,,0.377888029,0.326803061,0.345447916,,1.156317289
,139,0,0,0.398241936,0.398714394,0.399659309,0.401608819,0.404661877,0.408941579,0.414592223,0.42178773,0.430705074,0.440846903,0.443456389,0.433663111,0.423582796,0.414900335,0.407748394,0.402037031,0.397650661,0.3944788,0.392425039,0.391416841,0.390912741,0,0,,0.443456389,0.390912741,0.410096761,,1.134412728
,140,0,0,0.350699315,0.351160283,0.35208222,0.353984832,0.356965863,0.36114753,0.366674061,0.373720784,0.382470629,0.392459892,0.395035322,0.385389848,0.375502335,0.367003557,0.360013244,0.354437314,0.350158776,0.347067,0.345066072,0.344084105,0.343593121,0,0,,0.395035322,0.343593121,0.362319814,,1.149718368
,141,0,0,0.239896904,0.240321728,0.241171374,0.242926126,0.245679254,0.24954906,0.254677491,0.261240273,0.269429498,0.278858195,0.281308437,0.27222139,0.262989448,0.255097017,0.248632866,0.243494422,0.239562622,0.236727678,0.234895949,0.233997939,0.233548934,0,0,,0.281308437,0.233548934,0.250772696,,1.204494629
,142,0,0,0.075789531,0.0760768,0.076651336,0.077843136,0.079728011,0.082409025,0.086020042,0.090742614,0.096822641,0.104253542,0.106259318,0.099141974,0.092368934,0.086777689,0.082315699,0.078841876,0.076228188,0.074368515,0.073178691,0.072598999,0.072309153,0,0,,0.106259318,0.072309153,0.083844082,,1.469514079
,143,0,0,2.84E-04,2.89E-04,2.98E-04,3.17E-04,3.52E-04,4.10E-04,5.10E-04,6.89E-04,0.001028201,0.001648984,0.001848996,0.001203634,7.95E-04,5.70E-04,4.43E-04,3.67E-04,3.20E-04,2.92E-04,2.76E-04,2.68E-04,2.64E-04,0,0,,0.001848996,0.000264445,0.000594041,,6.991984081
,144,0,0,1.61E-04,1.63E-04,1.69E-04,1.80E-04,2.00E-04,2.35E-04,2.95E-04,4.08E-04,6.36E-04,0.001091538,0.001237736,7.54E-04,4.76E-04,3.32E-04,2.54E-04,2.09E-04,1.82E-04,1.65E-04,1.56E-04,1.51E-04,1.49E-04,0,0,,0.001237736,0.000149119,0.000362192,,8.300333923
,145,0,0,1.55E-04,1.58E-04,1.63E-04,1.74E-04,1.94E-04,2.27E-04,2.86E-04,3.95E-04,6.18E-04,0.001063401,0.001206496,7.33E-04,4.61E-04,3.21E-04,2.46E-04,2.02E-04,1.76E-04,1.60E-04,1.50E-04,1.46E-04,1.44E-04,0,0,,0.001206496,0.000144009,0.000351316,,8.37792043
